# restwave bluenorm blueerr rednorm rederr
1344.046 0.881 0.032 0.879 0.029
1344.178 0.869 0.032 0.887 0.029
1344.310 0.891 0.032 0.926 0.029
1344.442 0.990 0.033 0.890 0.029
1344.573 0.989 0.033 0.895 0.029
1344.705 0.919 0.032 0.883 0.029
1344.837 0.884 0.032 0.877 0.029
1344.968 0.938 0.032 0.965 0.030
1345.100 0.952 0.032 0.924 0.029
1345.232 0.963 0.033 0.946 0.030
1345.364 0.935 0.032 0.960 0.030
1345.495 0.942 0.032 0.925 0.029
1345.627 0.902 0.032 0.912 0.029
1345.759 0.990 0.032 0.965 0.029
1345.890 0.955 0.032 0.996 0.029
1346.022 0.944 0.032 0.983 0.029
1346.154 0.932 0.032 0.895 0.029
1346.286 0.909 0.032 0.920 0.029
1346.417 0.958 0.032 0.917 0.029
1346.549 0.950 0.032 0.951 0.029
1346.681 0.986 0.032 0.926 0.029
1346.812 0.989 0.032 0.928 0.029
1346.944 0.960 0.032 0.922 0.030
1347.076 1.009 0.033 0.973 0.030
1347.208 0.989 0.033 0.987 0.030
1347.339 1.000 0.033 0.997 0.030
1347.471 0.994 0.033 1.024 0.030
1347.603 1.010 0.033 1.009 0.030
1347.734 0.978 0.032 0.983 0.029
1347.866 0.942 0.032 1.028 0.029
1347.998 0.949 0.032 0.978 0.029
1348.130 1.011 0.032 0.938 0.029
1348.261 0.959 0.032 1.043 0.030
1348.393 0.987 0.033 1.081 0.030
1348.525 0.985 0.033 1.030 0.030
1348.656 0.971 0.032 0.994 0.030
1348.788 1.010 0.033 1.002 0.030
1348.920 1.010 0.033 1.011 0.030
1349.052 1.019 0.033 1.010 0.030
1349.183 1.014 0.033 0.968 0.030
1349.315 0.982 0.033 1.009 0.030
1349.447 1.015 0.033 1.016 0.030
1349.579 1.014 0.033 1.023 0.030
1349.710 1.030 0.033 1.028 0.030
1349.842 0.971 0.032 0.998 0.030
1349.974 1.004 0.032 1.038 0.030
1350.105 0.994 0.032 0.989 0.030
1350.237 0.933 0.032 0.942 0.029
1350.369 0.959 0.032 0.980 0.029
1350.501 0.975 0.032 0.950 0.029
1350.632 0.998 0.032 0.920 0.029
1350.764 0.986 0.032 0.993 0.029
1350.896 0.965 0.032 1.002 0.029
1351.027 0.984 0.032 0.999 0.030
1351.159 0.952 0.032 0.973 0.029
1351.291 0.978 0.032 0.984 0.030
1351.423 1.032 0.033 0.992 0.030
1351.554 0.969 0.032 0.964 0.030
1351.686 0.922 0.032 1.019 0.030
1351.818 0.948 0.032 1.010 0.030
1351.949 0.999 0.033 0.988 0.030
1352.081 0.978 0.033 1.001 0.030
1352.213 0.973 0.033 1.008 0.030
1352.345 0.995 0.033 1.043 0.030
1352.476 1.016 0.033 1.021 0.030
1352.608 1.009 0.033 0.986 0.030
1352.740 1.021 0.033 0.958 0.030
1352.871 0.987 0.033 0.980 0.030
1353.003 0.967 0.033 0.969 0.030
1353.135 1.016 0.033 1.021 0.030
1353.267 1.013 0.033 0.981 0.030
1353.398 0.945 0.033 0.988 0.030
1353.530 1.024 0.033 1.023 0.030
1353.662 0.935 0.032 0.949 0.030
1353.793 0.931 0.032 1.028 0.030
1353.925 0.979 0.033 1.054 0.030
1354.057 0.974 0.033 1.036 0.031
1354.189 1.015 0.033 0.992 0.030
1354.320 0.935 0.032 0.935 0.030
1354.452 0.959 0.032 0.981 0.030
1354.584 1.060 0.033 1.026 0.030
1354.715 1.019 0.033 1.053 0.030
1354.847 0.974 0.033 0.993 0.030
1354.979 0.933 0.032 0.969 0.030
1355.111 0.912 0.032 1.000 0.030
1355.242 0.976 0.032 1.036 0.030
1355.374 0.990 0.033 1.036 0.030
1355.506 0.976 0.033 0.955 0.030
1355.638 0.967 0.033 1.029 0.030
1355.769 0.967 0.033 1.010 0.030
1355.901 0.981 0.033 1.081 0.030
1356.033 0.909 0.033 0.965 0.030
1356.164 0.949 0.033 0.936 0.030
1356.296 0.977 0.033 0.984 0.030
1356.428 0.942 0.033 1.002 0.030
1356.560 0.980 0.033 0.996 0.030
1356.691 1.000 0.033 0.987 0.030
1356.823 1.005 0.033 1.008 0.030
1356.955 1.015 0.033 1.007 0.030
1357.086 0.988 0.033 0.942 0.030
1357.218 0.955 0.033 0.978 0.030
1357.350 0.982 0.033 0.970 0.030
1357.482 0.941 0.033 0.919 0.030
1357.613 0.989 0.033 0.962 0.030
1357.745 1.036 0.033 0.991 0.030
1357.877 1.037 0.033 1.069 0.031
1358.008 0.972 0.033 1.019 0.030
1358.140 0.940 0.032 0.973 0.030
1358.272 0.990 0.032 1.014 0.030
1358.404 1.036 0.033 1.040 0.030
1358.535 1.049 0.033 0.996 0.030
1358.667 0.998 0.033 1.047 0.031
1358.799 0.968 0.033 1.079 0.031
1358.930 1.049 0.033 1.020 0.030
1359.062 1.031 0.033 1.013 0.030
1359.194 0.931 0.032 0.936 0.030
1359.326 0.923 0.032 0.974 0.030
1359.457 0.944 0.032 0.980 0.030
1359.589 0.968 0.032 0.998 0.030
1359.721 1.004 0.033 0.955 0.030
1359.852 0.993 0.033 0.986 0.030
1359.984 0.944 0.033 1.037 0.031
1360.116 0.970 0.033 1.054 0.031
1360.248 0.990 0.033 1.056 0.031
1360.379 1.021 0.033 0.988 0.030
1360.511 1.034 0.033 0.954 0.030
1360.643 1.020 0.033 1.032 0.030
1360.774 1.043 0.033 1.040 0.030
1360.906 1.002 0.033 1.050 0.030
1361.038 0.927 0.032 1.028 0.030
1361.170 0.968 0.032 0.965 0.030
1361.301 0.946 0.032 0.965 0.030
1361.433 0.946 0.032 1.018 0.030
1361.565 0.955 0.032 0.946 0.029
1361.697 0.925 0.031 0.924 0.029
1361.828 0.923 0.031 0.908 0.029
1361.960 0.905 0.032 0.928 0.029
1362.092 0.898 0.032 0.957 0.029
1362.223 0.931 0.032 0.921 0.029
1362.355 0.971 0.033 0.943 0.030
1362.487 0.929 0.032 0.976 0.030
1362.619 0.942 0.032 1.003 0.030
1362.750 0.906 0.032 0.979 0.030
1362.882 0.887 0.031 0.917 0.029
1363.014 0.900 0.031 0.894 0.029
1363.145 0.868 0.031 0.898 0.028
1363.277 0.943 0.031 0.959 0.029
1363.409 0.917 0.031 0.947 0.029
1363.541 0.920 0.032 0.987 0.030
1363.672 0.910 0.032 0.930 0.030
1363.804 0.879 0.032 0.926 0.030
1363.936 0.955 0.032 0.936 0.030
1364.067 0.955 0.032 0.987 0.030
1364.199 0.983 0.032 1.042 0.030
1364.331 0.946 0.032 1.005 0.030
1364.463 1.003 0.033 0.936 0.030
1364.594 0.982 0.033 0.981 0.030
1364.726 0.898 0.032 0.969 0.030
1364.858 0.939 0.032 0.922 0.030
1364.989 0.989 0.033 0.984 0.030
1365.121 0.979 0.032 0.962 0.030
1365.253 0.952 0.032 0.968 0.030
1365.385 0.916 0.032 0.975 0.030
1365.516 0.931 0.032 0.961 0.030
1365.648 0.979 0.032 0.982 0.030
1365.780 1.022 0.032 0.932 0.029
1365.911 1.035 0.031 0.925 0.029
1366.043 0.987 0.031 1.054 0.029
1366.175 0.959 0.031 1.028 0.029
1366.307 0.988 0.031 1.005 0.029
1366.438 0.996 0.032 0.983 0.029
1366.570 0.956 0.032 0.937 0.030
1366.702 0.965 0.032 0.949 0.030
1366.834 0.991 0.033 0.937 0.030
1366.965 0.936 0.033 1.010 0.031
1367.097 0.924 0.033 0.962 0.031
1367.229 0.997 0.033 0.920 0.030
1367.360 0.963 0.033 0.999 0.030
1367.492 0.994 0.033 0.979 0.031
1367.624 1.011 0.033 0.957 0.031
1367.756 0.937 0.033 0.990 0.031
1367.887 0.982 0.033 1.007 0.031
1368.019 0.997 0.033 1.006 0.030
1368.151 1.007 0.032 0.935 0.030
1368.282 1.031 0.032 0.986 0.030
1368.414 1.008 0.032 1.025 0.030
1368.546 1.015 0.032 0.960 0.030
1368.678 0.891 0.032 0.948 0.030
1368.809 0.886 0.032 0.971 0.030
1368.941 0.895 0.032 0.988 0.030
1369.073 0.900 0.032 0.897 0.029
1369.204 0.907 0.032 0.962 0.030
1369.336 0.917 0.032 0.980 0.030
1369.468 0.910 0.033 0.904 0.030
1369.600 0.909 0.033 0.836 0.030
1369.731 0.940 0.034 0.945 0.032
1369.863 0.945 0.034 1.055 0.032
1369.995 0.884 0.032 0.952 0.031
1370.126 0.864 0.032 0.818 0.030
1370.258 0.937 0.033 0.904 0.031
1370.390 0.943 0.033 0.994 0.032
1370.522 0.934 0.033 0.981 0.031
1370.653 0.901 0.033 0.916 0.031
1370.785 0.984 0.033 0.948 0.031
1370.917 0.965 0.033 0.978 0.031
1371.048 0.846 0.033 1.010 0.032
1371.180 0.898 0.034 0.959 0.032
1371.312 0.917 0.033 0.921 0.031
1371.444 0.892 0.032 0.988 0.031
1371.575 0.938 0.032 0.994 0.030
1371.707 0.999 0.032 0.993 0.030
1371.839 0.989 0.032 0.948 0.030
1371.970 0.975 0.032 0.939 0.030
1372.102 1.027 0.032 0.962 0.030
1372.234 0.943 0.032 1.009 0.030
1372.366 0.920 0.032 0.990 0.030
1372.497 0.974 0.032 0.999 0.030
1372.629 1.001 0.033 1.034 0.030
1372.761 0.999 0.033 1.030 0.030
1372.893 1.051 0.033 1.049 0.030
1373.024 0.988 0.032 0.969 0.030
1373.156 0.925 0.032 0.993 0.030
1373.288 0.926 0.032 0.938 0.030
1373.419 0.902 0.032 1.002 0.030
1373.551 0.980 0.033 1.026 0.031
1373.683 0.938 0.032 0.945 0.030
1373.815 0.898 0.032 0.983 0.030
1373.946 0.889 0.032 0.924 0.030
1374.078 0.971 0.033 0.922 0.030
1374.210 0.969 0.032 0.989 0.030
1374.341 0.955 0.032 0.957 0.030
1374.473 0.888 0.032 0.958 0.030
1374.605 0.912 0.032 0.986 0.030
1374.737 0.930 0.032 1.010 0.030
1374.868 0.976 0.033 0.992 0.031
1375.000 0.932 0.033 1.019 0.031
1375.132 0.942 0.033 1.044 0.031
1375.263 0.939 0.033 0.947 0.030
1375.395 0.943 0.033 0.945 0.030
1375.527 0.920 0.033 0.951 0.031
1375.659 0.936 0.033 1.018 0.031
1375.790 0.994 0.033 1.033 0.031
1375.922 0.992 0.033 0.997 0.031
1376.054 0.931 0.033 1.015 0.031
1376.185 0.938 0.033 1.035 0.031
1376.317 0.923 0.033 0.991 0.031
1376.449 0.945 0.033 0.985 0.031
1376.581 0.961 0.034 0.954 0.032
1376.712 0.987 0.034 0.938 0.032
1376.844 1.002 0.034 0.995 0.032
1376.976 1.001 0.033 1.037 0.031
1377.107 0.991 0.033 1.001 0.031
1377.239 0.985 0.032 1.041 0.030
1377.371 0.978 0.032 0.998 0.030
1377.503 0.965 0.032 0.943 0.030
1377.634 0.968 0.032 0.975 0.030
1377.766 1.003 0.032 0.995 0.030
1377.898 0.921 0.032 1.037 0.030
1378.030 0.934 0.032 1.003 0.030
1378.161 0.920 0.032 0.999 0.030
1378.293 0.907 0.032 0.981 0.030
1378.425 1.018 0.032 0.985 0.030
1378.556 0.969 0.032 0.969 0.030
1378.688 0.920 0.032 1.028 0.031
1378.820 0.973 0.033 0.993 0.031
1378.952 0.995 0.033 0.968 0.030
1379.083 0.953 0.032 0.959 0.030
1379.215 0.946 0.032 0.930 0.030
1379.347 0.898 0.032 0.946 0.030
1379.478 0.935 0.032 0.931 0.030
1379.610 0.929 0.032 0.986 0.030
1379.742 0.916 0.032 0.960 0.030
1379.874 0.912 0.032 0.937 0.030
1380.005 0.932 0.032 0.881 0.030
1380.137 0.952 0.033 0.911 0.030
1380.269 0.958 0.033 0.893 0.030
1380.400 0.988 0.034 0.946 0.031
1380.532 0.978 0.035 0.936 0.032
1380.664 1.014 0.035 1.007 0.032
1380.796 1.011 0.034 1.016 0.032
1380.927 0.965 0.033 1.016 0.031
1381.059 0.895 0.032 0.959 0.030
1381.191 0.709 0.031 0.748 0.030
1381.322 0.507 0.031 0.458 0.028
1381.454 0.466 0.030 0.386 0.028
1381.586 0.580 0.030 0.521 0.028
1381.718 0.756 0.031 0.746 0.029
1381.849 0.848 0.032 0.803 0.029
1381.981 0.837 0.032 0.867 0.030
1382.113 0.920 0.032 0.948 0.030
1382.244 0.956 0.032 0.953 0.030
1382.376 0.926 0.032 0.902 0.030
1382.508 0.930 0.032 0.921 0.030
1382.640 0.894 0.032 0.951 0.030
1382.771 0.910 0.032 0.929 0.030
1382.903 0.923 0.032 0.904 0.030
1383.035 0.922 0.032 0.944 0.030
1383.166 0.918 0.032 0.931 0.030
1383.298 0.886 0.032 0.937 0.030
1383.430 0.825 0.032 0.812 0.030
1383.562 0.680 0.031 0.646 0.029
1383.693 0.549 0.030 0.549 0.029
1383.825 0.566 0.030 0.612 0.029
1383.957 0.680 0.031 0.696 0.029
1384.089 0.784 0.031 0.722 0.029
1384.220 0.825 0.032 0.799 0.029
1384.352 0.859 0.032 0.836 0.030
1384.484 0.874 0.032 0.817 0.030
1384.615 0.957 0.033 0.912 0.030
1384.747 0.864 0.032 0.927 0.030
1384.879 0.893 0.032 0.938 0.030
1385.011 0.923 0.033 0.909 0.031
1385.142 0.932 0.034 0.877 0.032
1385.274 0.921 0.034 0.960 0.032
1385.406 0.916 0.033 0.977 0.032
1385.537 0.948 0.033 0.909 0.031
1385.669 0.844 0.032 0.974 0.030
1385.801 0.804 0.031 0.949 0.030
1385.933 0.903 0.032 0.927 0.030
1386.064 0.892 0.032 0.920 0.030
1386.196 0.890 0.032 0.965 0.030
1386.328 0.900 0.032 0.925 0.030
1386.459 0.906 0.032 0.916 0.030
1386.591 0.885 0.032 0.887 0.030
1386.723 0.934 0.032 0.863 0.030
1386.855 0.839 0.031 0.946 0.030
1386.986 0.871 0.032 0.870 0.030
1387.118 0.812 0.031 0.847 0.030
1387.250 0.838 0.031 0.882 0.030
1387.381 0.865 0.031 0.820 0.029
1387.513 0.880 0.031 0.839 0.029
1387.645 0.833 0.031 0.843 0.029
1387.777 0.750 0.030 0.818 0.029
1387.908 0.778 0.031 0.741 0.028
1388.040 0.886 0.031 0.812 0.029
1388.172 0.822 0.031 0.859 0.029
1388.303 0.807 0.032 0.790 0.029
1388.435 0.908 0.032 0.851 0.029
1388.567 0.829 0.031 0.778 0.029
1388.699 0.863 0.031 0.785 0.029
1388.830 0.909 0.032 0.880 0.029
1388.962 0.861 0.032 0.902 0.030
1389.094 0.821 0.032 0.865 0.030
1389.226 0.824 0.032 0.815 0.030
1389.357 0.838 0.032 0.894 0.030
1389.489 0.866 0.032 0.921 0.030
1389.621 0.868 0.032 0.899 0.030
1389.752 0.846 0.031 0.891 0.030
1389.884 0.895 0.032 0.935 0.030
1390.016 0.843 0.032 0.873 0.030
1390.148 0.839 0.032 0.822 0.030
1390.279 0.797 0.032 0.780 0.030
1390.411 0.800 0.032 0.866 0.031
1390.543 0.775 0.032 0.759 0.030
1390.674 0.754 0.032 0.685 0.030
1390.806 0.717 0.031 0.693 0.029
1390.938 0.654 0.031 0.669 0.030
1391.070 0.686 0.031 0.677 0.030
1391.201 0.640 0.031 0.693 0.029
1391.333 0.560 0.030 0.654 0.029
1391.465 0.515 0.030 0.490 0.028
1391.596 0.491 0.030 0.473 0.028
1391.728 0.431 0.029 0.416 0.028
1391.860 0.378 0.029 0.409 0.028
1391.992 0.384 0.029 0.371 0.028
1392.123 0.311 0.029 0.351 0.028
1392.255 0.214 0.028 0.353 0.027
1392.387 0.212 0.028 0.314 0.027
1392.518 0.229 0.028 0.314 0.027
1392.650 0.249 0.028 0.333 0.027
1392.782 0.251 0.029 0.278 0.027
1392.914 0.247 0.029 0.273 0.027
1393.045 0.241 0.029 0.341 0.028
1393.177 0.297 0.029 0.368 0.028
1393.309 0.305 0.029 0.350 0.028
1393.440 0.278 0.029 0.396 0.028
1393.572 0.265 0.029 0.322 0.028
1393.704 0.224 0.029 0.253 0.027
1393.836 0.183 0.028 0.300 0.027
1393.967 0.257 0.029 0.365 0.028
1394.099 0.324 0.029 0.510 0.028
1394.231 0.403 0.030 0.524 0.029
1394.362 0.448 0.030 0.601 0.029
1394.494 0.463 0.030 0.583 0.029
1394.626 0.498 0.030 0.610 0.029
1394.758 0.606 0.031 0.713 0.030
1394.889 0.674 0.031 0.733 0.030
1395.021 0.727 0.031 0.819 0.030
1395.153 0.777 0.032 0.791 0.030
1395.285 0.814 0.032 0.801 0.030
1395.416 0.861 0.032 0.832 0.030
1395.548 0.824 0.032 0.913 0.030
1395.680 0.847 0.032 0.922 0.030
1395.811 0.861 0.032 0.911 0.030
1395.943 0.794 0.032 0.895 0.030
1396.075 0.775 0.031 0.867 0.030
1396.207 0.876 0.032 0.851 0.030
1396.338 0.909 0.032 0.885 0.030
1396.470 0.887 0.033 0.793 0.030
1396.602 0.900 0.033 0.913 0.031
1396.733 0.870 0.033 0.859 0.031
1396.865 0.907 0.032 0.837 0.030
1396.997 0.871 0.032 0.950 0.031
1397.129 0.874 0.032 0.947 0.031
1397.260 0.927 0.032 0.885 0.030
1397.392 0.892 0.032 0.877 0.030
1397.524 0.875 0.032 0.870 0.030
1397.655 0.882 0.033 0.887 0.030
1397.787 0.821 0.033 0.882 0.030
1397.919 0.796 0.033 0.878 0.030
1398.051 0.862 0.033 0.830 0.030
1398.182 0.843 0.033 0.894 0.030
1398.314 0.854 0.033 0.871 0.030
1398.446 0.854 0.032 0.851 0.030
1398.577 0.831 0.032 0.895 0.030
1398.709 0.878 0.032 0.875 0.030
1398.841 0.851 0.032 0.875 0.030
1398.973 0.865 0.032 0.912 0.030
1399.104 0.863 0.032 0.893 0.030
1399.236 0.891 0.032 0.830 0.030
1399.368 0.881 0.032 0.864 0.030
1399.499 0.922 0.033 0.799 0.030
1399.631 0.834 0.032 0.782 0.030
1399.763 0.768 0.032 0.722 0.030
1399.895 0.824 0.032 0.738 0.030
1400.026 0.772 0.032 0.786 0.030
1400.158 0.705 0.032 0.722 0.030
1400.290 0.606 0.032 0.706 0.030
1400.421 0.594 0.031 0.659 0.030
1400.553 0.633 0.031 0.597 0.029
1400.685 0.630 0.031 0.575 0.029
1400.817 0.643 0.031 0.513 0.029
1400.948 0.540 0.030 0.470 0.028
1401.080 0.415 0.030 0.519 0.029
1401.212 0.347 0.029 0.490 0.028
1401.344 0.311 0.029 0.390 0.028
1401.475 0.346 0.030 0.304 0.028
1401.607 0.359 0.030 0.313 0.028
1401.739 0.379 0.030 0.374 0.028
1401.870 0.349 0.030 0.421 0.028
1402.002 0.345 0.030 0.436 0.028
1402.134 0.389 0.030 0.460 0.029
1402.266 0.441 0.030 0.485 0.029
1402.397 0.458 0.030 0.542 0.029
1402.529 0.417 0.030 0.499 0.029
1402.661 0.444 0.030 0.458 0.029
1402.792 0.367 0.030 0.417 0.029
1402.924 0.423 0.030 0.418 0.029
1403.056 0.446 0.030 0.547 0.029
1403.188 0.481 0.030 0.634 0.029
1403.319 0.564 0.031 0.660 0.029
1403.451 0.586 0.031 0.749 0.030
1403.583 0.705 0.032 0.744 0.030
1403.714 0.763 0.032 0.703 0.030
1403.846 0.766 0.032 0.855 0.030
1403.978 0.792 0.032 0.829 0.030
1404.110 0.887 0.032 0.918 0.030
1404.241 0.990 0.032 0.961 0.030
1404.373 0.978 0.032 0.973 0.030
1404.505 0.972 0.032 1.046 0.031
1404.636 1.015 0.033 1.049 0.031
1404.768 0.947 0.034 1.023 0.032
1404.900 0.964 0.034 1.058 0.032
1405.032 0.993 0.034 0.993 0.032
1405.163 1.037 0.034 1.025 0.031
1405.295 1.033 0.033 0.949 0.031
1405.427 1.001 0.033 0.935 0.031
1405.558 0.982 0.033 1.060 0.031
1405.690 0.933 0.033 1.065 0.031
1405.822 0.980 0.033 1.070 0.031
1405.954 0.959 0.033 1.030 0.031
1406.085 1.001 0.033 0.945 0.031
1406.217 0.992 0.033 1.002 0.031
1406.349 1.012 0.033 1.046 0.031
1406.481 1.001 0.033 1.040 0.031
1406.612 0.992 0.033 0.958 0.031
1406.744 0.907 0.033 0.975 0.031
1406.876 0.998 0.033 1.002 0.032
1407.007 0.988 0.033 0.968 0.031
1407.139 0.929 0.033 0.976 0.031
1407.271 1.008 0.033 1.046 0.031
1407.403 1.011 0.033 0.983 0.030
1407.534 1.058 0.033 0.983 0.030
1407.666 0.905 0.032 1.001 0.030
1407.798 0.907 0.032 1.026 0.031
1407.929 0.992 0.033 1.011 0.031
1408.061 0.971 0.033 0.944 0.031
1408.193 0.965 0.033 0.989 0.031
1408.325 0.960 0.033 1.010 0.031
1408.456 0.907 0.032 1.004 0.031
1408.588 0.964 0.033 0.985 0.031
1408.720 0.917 0.033 0.998 0.031
1408.851 0.948 0.033 1.005 0.031
1408.983 0.937 0.033 0.989 0.031
1409.115 0.920 0.033 0.944 0.031
1409.247 0.848 0.032 0.935 0.031
1409.378 0.919 0.033 0.978 0.031
1409.510 0.915 0.033 0.919 0.030
1409.642 0.907 0.032 0.901 0.030
1409.773 0.894 0.033 0.983 0.031
1409.905 0.950 0.033 0.986 0.031
1410.037 0.978 0.033 0.974 0.031
1410.169 0.945 0.033 0.956 0.031
1410.300 0.936 0.033 0.956 0.031
1410.432 0.929 0.033 0.916 0.031
1410.564 0.895 0.032 0.935 0.031
1410.695 0.929 0.032 0.950 0.030
1410.827 0.956 0.033 0.959 0.031
1410.959 0.970 0.033 0.972 0.031
1411.091 0.966 0.033 0.974 0.031
1411.222 0.920 0.033 1.038 0.031
1411.354 0.974 0.033 0.979 0.031
1411.486 0.979 0.033 0.968 0.031
1411.617 0.986 0.033 1.014 0.031
1411.749 0.928 0.033 1.032 0.031
1411.881 0.845 0.033 0.901 0.031
1412.013 0.907 0.033 0.940 0.031
1412.144 0.935 0.033 0.920 0.031
1412.276 0.957 0.033 1.042 0.031
1412.408 0.996 0.033 1.047 0.031
1412.540 0.981 0.033 0.994 0.031
1412.671 0.944 0.033 0.951 0.031
1412.803 0.998 0.033 1.050 0.031
1412.935 1.026 0.033 0.992 0.031
1413.066 0.976 0.033 1.019 0.031
1413.198 0.981 0.033 1.036 0.031
1413.330 0.988 0.033 1.056 0.031
1413.462 1.037 0.033 0.981 0.031
1413.593 1.016 0.033 1.064 0.031
1413.725 0.966 0.033 1.025 0.031
1413.857 0.923 0.032 0.973 0.031
1413.988 0.971 0.033 1.005 0.031
1414.120 1.055 0.033 1.061 0.031
1414.252 0.981 0.033 1.010 0.031
1414.384 0.953 0.033 0.991 0.031
1414.515 0.989 0.033 0.996 0.031
1414.647 0.932 0.033 0.890 0.030
1414.779 0.866 0.033 0.968 0.031
1414.910 0.879 0.033 0.950 0.031
1415.042 0.978 0.033 0.980 0.031
1415.174 0.945 0.033 0.989 0.031
1415.306 0.980 0.034 1.017 0.031
1415.437 0.904 0.033 1.020 0.031
1415.569 0.908 0.034 0.989 0.030
1415.701 0.930 0.034 0.953 0.030
1415.832 0.888 0.033 0.919 0.030
1415.964 0.847 0.033 0.996 0.031
1416.096 0.987 0.034 0.969 0.031
1416.228 0.975 0.033 0.977 0.031
1416.359 0.933 0.033 0.986 0.031
1416.491 0.884 0.033 0.936 0.031
1416.623 0.959 0.033 0.928 0.031
1416.754 0.957 0.033 0.914 0.031
1416.886 0.889 0.033 0.924 0.031
1417.018 0.812 0.032 0.936 0.031
1417.150 0.847 0.032 0.881 0.031
1417.281 0.826 0.032 0.914 0.031
1417.413 0.813 0.032 0.880 0.030
1417.545 0.836 0.032 0.865 0.030
1417.677 0.799 0.032 0.845 0.030
1417.808 0.833 0.032 0.849 0.030
1417.940 0.835 0.032 0.858 0.031
1418.072 0.830 0.032 0.911 0.031
1418.203 0.914 0.033 0.879 0.030
1418.335 0.899 0.033 0.858 0.030
1418.467 0.922 0.033 0.909 0.031
1418.599 0.975 0.033 0.982 0.031
1418.730 0.903 0.033 1.070 0.031
1418.862 0.926 0.033 0.996 0.031
1418.994 0.959 0.033 1.014 0.031
1419.125 0.935 0.033 0.967 0.031
1419.257 1.002 0.034 0.965 0.031
1419.389 0.991 0.033 0.977 0.031
1419.521 0.952 0.033 0.969 0.031
1419.652 0.937 0.034 0.975 0.031
1419.784 0.922 0.034 0.950 0.031
1419.916 0.922 0.034 0.915 0.031
1420.047 0.966 0.033 0.943 0.031
1420.179 0.906 0.033 0.927 0.031
1420.311 0.921 0.033 0.885 0.031
1420.443 0.922 0.033 0.982 0.031
1420.574 0.935 0.033 0.978 0.031
1420.706 0.897 0.033 0.919 0.031
1420.838 0.973 0.033 0.921 0.032
1420.969 0.961 0.033 1.012 0.032
1421.101 0.924 0.033 1.038 0.031
1421.233 0.945 0.033 0.998 0.031
1421.365 0.977 0.033 0.956 0.031
1421.496 0.906 0.033 1.030 0.031
1421.628 0.874 0.032 0.958 0.031
1421.760 0.971 0.033 0.970 0.031
1421.891 0.976 0.033 0.976 0.031
1422.023 0.900 0.033 0.969 0.031
1422.155 0.860 0.032 0.962 0.031
1422.287 0.846 0.032 0.882 0.030
1422.418 0.813 0.032 0.858 0.030
1422.550 0.869 0.032 0.914 0.030
1422.682 0.899 0.032 0.978 0.031
1422.813 0.911 0.033 0.986 0.031
1422.945 0.941 0.033 1.027 0.031
1423.077 1.020 0.033 1.029 0.031
1423.209 0.959 0.033 0.986 0.031
1423.340 0.942 0.033 1.056 0.031
1423.472 0.959 0.033 1.071 0.031
1423.604 1.008 0.033 1.008 0.031
1423.736 0.983 0.033 0.989 0.031
1423.867 0.966 0.033 1.001 0.031
1423.999 0.948 0.033 0.989 0.031
1424.131 0.931 0.033 0.946 0.031
1424.262 0.941 0.033 0.935 0.030
1424.394 0.885 0.032 0.947 0.030
1424.526 0.856 0.032 0.942 0.030
1424.658 0.800 0.032 0.911 0.030
1424.789 0.873 0.032 0.846 0.030
1424.921 0.905 0.032 0.840 0.030
1425.053 0.895 0.032 0.935 0.031
1425.184 0.922 0.033 0.964 0.031
1425.316 0.899 0.033 0.990 0.031
1425.448 0.939 0.033 1.033 0.031
1425.580 0.924 0.033 0.990 0.031
1425.711 0.858 0.032 0.898 0.030
1425.843 0.890 0.032 0.979 0.031
1425.975 0.928 0.032 0.935 0.030
1426.106 0.910 0.032 0.925 0.030
1426.238 0.882 0.032 0.931 0.031
1426.370 0.850 0.032 0.912 0.031
1426.502 0.855 0.033 0.886 0.031
1426.633 0.842 0.032 0.842 0.030
1426.765 0.802 0.032 0.844 0.031
1426.897 0.855 0.033 0.851 0.031
1427.028 0.898 0.033 0.930 0.031
1427.160 0.924 0.033 0.846 0.030
1427.292 0.941 0.033 0.849 0.030
1427.424 0.889 0.033 0.912 0.031
1427.555 0.855 0.033 0.946 0.031
1427.687 0.869 0.033 0.890 0.031
1427.819 0.874 0.033 0.883 0.031
1427.950 0.892 0.033 0.840 0.030
1428.082 0.913 0.033 0.873 0.031
1428.214 0.893 0.033 0.906 0.031
1428.346 0.975 0.033 0.893 0.031
1428.477 0.896 0.033 0.896 0.031
1428.609 0.858 0.033 0.891 0.031
1428.741 0.869 0.033 0.892 0.031
1428.872 0.919 0.033 0.895 0.031
1429.004 0.931 0.033 0.890 0.031
1429.136 0.894 0.033 0.888 0.031
1429.268 0.888 0.033 0.909 0.031
1429.399 0.870 0.033 0.903 0.031
1429.531 0.933 0.033 0.962 0.031
1429.663 0.965 0.033 0.945 0.031
1429.795 0.997 0.033 0.892 0.030
1429.926 0.960 0.033 0.946 0.031
1430.058 0.931 0.033 0.906 0.031
1430.190 0.912 0.033 0.928 0.031
1430.321 0.941 0.033 0.960 0.031
1430.453 0.985 0.034 0.952 0.031
1430.585 0.999 0.034 0.905 0.031
1430.717 0.881 0.033 0.883 0.032
1430.848 0.883 0.033 0.852 0.031
1430.980 0.835 0.032 0.851 0.030
1431.112 0.831 0.032 0.862 0.030
1431.243 0.938 0.033 0.954 0.031
1431.375 0.940 0.033 0.956 0.031
1431.507 0.898 0.033 0.921 0.031
