# restwave bluenorm blueerr rednorm rederr
1081.401 0.894 0.048 0.862 0.042
1081.533 0.822 0.048 0.775 0.041
1081.665 0.732 0.048 0.632 0.041
1081.797 0.571 0.047 0.562 0.041
1081.928 0.442 0.046 0.424 0.041
1082.060 0.487 0.047 0.383 0.041
1082.192 0.428 0.047 0.379 0.041
1082.323 0.325 0.046 0.384 0.041
1082.455 0.286 0.046 0.328 0.041
1082.587 0.328 0.046 0.251 0.040
1082.719 0.252 0.046 0.277 0.040
1082.850 0.190 0.045 0.326 0.041
1082.982 0.263 0.046 0.339 0.040
1083.114 0.283 0.046 0.283 0.040
1083.246 0.179 0.045 0.178 0.040
1083.377 0.219 0.046 0.251 0.040
1083.509 0.228 0.045 0.192 0.040
1083.641 0.192 0.045 0.185 0.039
1083.772 0.251 0.045 0.198 0.039
1083.904 0.221 0.045 0.222 0.039
1084.036 0.111 0.044 0.220 0.039
1084.168 0.043 0.045 0.173 0.040
1084.299 0.066 0.045 0.127 0.040
1084.431 0.031 0.045 0.065 0.039
1084.563 0.011 0.044 0.013 0.039
1084.694 0.068 0.045 0.034 0.039
1084.826 0.141 0.045 0.127 0.039
1084.958 0.203 0.045 0.254 0.040
1085.090 0.190 0.045 0.226 0.039
1085.221 0.198 0.045 0.229 0.039
1085.353 0.109 0.044 0.144 0.039
1085.485 0.040 0.043 0.047 0.038
1085.616 0.059 0.044 0.078 0.038
1085.748 0.075 0.044 0.046 0.039
1085.880 0.047 0.045 0.071 0.039
1086.012 0.117 0.045 0.140 0.039
1086.143 0.347 0.046 0.297 0.040
1086.275 0.576 0.048 0.571 0.041
1086.407 0.710 0.049 0.783 0.043
1086.538 0.841 0.050 0.905 0.043
1086.670 0.936 0.050 0.829 0.043
1086.802 0.849 0.050 0.705 0.043
1086.934 0.820 0.050 0.794 0.043
1087.065 0.828 0.050 0.840 0.043
1087.197 0.773 0.049 0.750 0.043
1087.329 0.736 0.049 0.725 0.042
1087.460 0.726 0.048 0.689 0.042
1087.592 0.724 0.049 0.660 0.042
1087.724 0.643 0.049 0.585 0.042
1087.856 0.542 0.049 0.558 0.042
1087.987 0.612 0.049 0.627 0.042
1088.119 0.654 0.048 0.692 0.042
1088.251 0.607 0.047 0.675 0.042
1088.383 0.646 0.048 0.545 0.041
1088.514 0.738 0.048 0.642 0.041
1088.646 0.837 0.048 0.780 0.042
1088.778 0.892 0.048 0.817 0.041
1088.909 0.910 0.048 0.914 0.042
1089.041 0.918 0.049 0.953 0.042
1089.173 0.834 0.048 0.940 0.042
1089.305 0.879 0.049 0.846 0.042
1089.436 0.938 0.049 0.839 0.042
1089.568 0.895 0.049 0.958 0.043
1089.700 0.901 0.049 0.958 0.043
1089.831 0.819 0.049 0.866 0.043
1089.963 0.780 0.049 0.852 0.043
1090.095 0.904 0.050 0.953 0.044
1090.227 0.952 0.050 0.937 0.043
1090.358 0.975 0.050 0.822 0.043
1090.490 1.003 0.050 0.857 0.043
1090.622 1.010 0.050 0.972 0.043
1090.753 0.925 0.049 1.006 0.043
1090.885 0.932 0.049 0.949 0.043
1091.017 0.927 0.049 0.892 0.042
1091.149 0.834 0.048 0.940 0.042
1091.280 0.788 0.048 0.887 0.042
1091.412 0.777 0.048 0.817 0.042
1091.544 0.655 0.047 0.825 0.041
1091.675 0.568 0.045 0.664 0.040
1091.807 0.584 0.045 0.682 0.040
1091.939 0.607 0.045 0.667 0.040
1092.071 0.696 0.046 0.638 0.040
1092.202 0.755 0.047 0.708 0.041
1092.334 0.645 0.047 0.693 0.041
1092.466 0.631 0.047 0.568 0.041
1092.597 0.573 0.047 0.592 0.041
1092.729 0.563 0.046 0.682 0.041
1092.861 0.611 0.046 0.718 0.041
1092.993 0.668 0.047 0.721 0.041
1093.124 0.742 0.047 0.748 0.041
1093.256 0.878 0.048 0.836 0.041
1093.388 1.040 0.048 0.914 0.041
1093.519 1.007 0.048 0.938 0.041
1093.651 1.000 0.048 0.976 0.041
1093.783 1.048 0.048 1.084 0.042
1093.915 0.977 0.048 1.046 0.042
1094.046 1.042 0.048 0.949 0.041
1094.178 0.984 0.048 0.938 0.042
1094.310 0.929 0.048 0.928 0.042
1094.442 0.931 0.048 0.928 0.041
1094.573 0.906 0.048 0.950 0.042
1094.705 0.956 0.048 0.967 0.042
1094.837 1.030 0.049 1.029 0.042
1094.968 0.945 0.049 1.052 0.043
1095.100 0.905 0.049 0.883 0.043
1095.232 0.740 0.049 0.718 0.042
1095.364 0.471 0.047 0.533 0.041
1095.495 0.322 0.046 0.398 0.040
1095.627 0.296 0.045 0.330 0.039
1095.759 0.472 0.045 0.337 0.039
1095.890 0.563 0.046 0.459 0.039
1096.022 0.712 0.046 0.742 0.040
1096.154 0.796 0.047 0.877 0.041
1096.286 0.856 0.048 0.854 0.042
1096.417 0.848 0.049 0.841 0.042
1096.549 0.864 0.049 0.860 0.043
1096.681 0.888 0.049 0.840 0.042
1096.812 0.841 0.048 0.860 0.042
1096.944 0.800 0.048 0.846 0.042
1097.076 0.784 0.048 0.865 0.042
1097.208 0.824 0.049 0.919 0.043
1097.339 0.734 0.049 0.922 0.043
1097.471 0.684 0.049 0.915 0.044
1097.603 0.556 0.048 0.797 0.043
1097.734 0.384 0.047 0.664 0.042
1097.866 0.331 0.046 0.475 0.041
1097.998 0.327 0.046 0.368 0.040
1098.130 0.300 0.046 0.319 0.040
1098.261 0.227 0.046 0.260 0.040
1098.393 0.268 0.046 0.280 0.041
1098.525 0.458 0.048 0.448 0.042
1098.656 0.635 0.048 0.644 0.042
1098.788 0.707 0.048 0.710 0.042
1098.920 0.724 0.048 0.795 0.042
1099.052 0.777 0.048 0.835 0.042
1099.183 0.891 0.049 0.764 0.042
1099.315 0.891 0.049 0.852 0.043
1099.447 0.836 0.049 0.922 0.043
1099.579 0.807 0.049 0.828 0.043
1099.710 0.845 0.049 0.867 0.042
1099.842 0.932 0.049 0.935 0.042
1099.974 0.935 0.048 0.903 0.042
1100.105 0.960 0.048 0.896 0.042
1100.237 0.976 0.049 0.918 0.042
1100.369 0.918 0.049 0.912 0.042
1100.501 0.930 0.048 0.991 0.042
1100.632 0.996 0.048 1.026 0.042
1100.764 1.043 0.049 0.949 0.042
1100.896 0.961 0.049 0.825 0.042
1101.027 0.696 0.048 0.731 0.041
1101.159 0.523 0.046 0.646 0.041
1101.291 0.642 0.047 0.640 0.041
1101.423 0.760 0.047 0.760 0.041
1101.554 0.771 0.047 0.860 0.042
1101.686 0.798 0.047 0.819 0.041
1101.818 0.660 0.047 0.698 0.041
1101.949 0.558 0.046 0.547 0.040
1102.081 0.598 0.046 0.546 0.040
1102.213 0.667 0.046 0.647 0.040
1102.345 0.746 0.046 0.665 0.040
1102.476 0.556 0.045 0.584 0.040
1102.608 0.429 0.044 0.412 0.039
1102.740 0.287 0.044 0.242 0.038
1102.871 0.123 0.043 0.122 0.038
1103.003 0.096 0.043 0.059 0.038
1103.135 0.016 0.043 0.176 0.038
1103.267 0.140 0.043 0.237 0.038
1103.398 0.312 0.044 0.337 0.038
1103.530 0.438 0.044 0.537 0.038
1103.662 0.586 0.045 0.674 0.039
1103.793 0.768 0.046 0.719 0.040
1103.925 0.853 0.047 0.827 0.041
1104.057 0.797 0.047 0.895 0.041
1104.189 0.818 0.047 0.850 0.041
1104.320 0.880 0.047 0.843 0.040
1104.452 0.827 0.046 0.907 0.041
1104.584 0.890 0.047 1.001 0.041
1104.715 1.033 0.048 0.996 0.041
1104.847 0.951 0.047 0.949 0.041
1104.979 0.995 0.048 0.950 0.041
1105.111 1.055 0.048 0.987 0.041
1105.242 0.937 0.047 0.923 0.041
1105.374 0.976 0.047 0.819 0.041
1105.506 0.892 0.047 0.837 0.040
1105.638 0.828 0.046 0.863 0.040
1105.769 0.924 0.046 0.870 0.040
1105.901 0.970 0.047 0.934 0.040
1106.033 0.984 0.046 0.969 0.040
1106.164 0.916 0.046 0.871 0.039
1106.296 0.946 0.045 0.890 0.039
1106.428 1.006 0.045 0.989 0.039
1106.560 0.884 0.045 0.914 0.039
1106.691 0.844 0.045 0.791 0.039
1106.823 0.859 0.045 0.751 0.039
1106.955 0.850 0.045 0.817 0.039
1107.086 0.820 0.045 0.792 0.039
1107.218 0.832 0.045 0.760 0.039
1107.350 0.926 0.045 0.784 0.039
1107.482 0.839 0.045 0.746 0.039
1107.613 0.828 0.045 0.882 0.040
1107.745 0.891 0.046 0.915 0.040
1107.877 0.808 0.045 0.784 0.039
1108.008 0.757 0.045 0.772 0.039
1108.140 0.725 0.045 0.765 0.039
1108.272 0.578 0.044 0.570 0.038
1108.404 0.345 0.043 0.385 0.038
1108.535 0.194 0.042 0.298 0.038
1108.667 0.107 0.042 0.216 0.038
1108.799 0.211 0.043 0.178 0.038
1108.930 0.365 0.044 0.279 0.038
1109.062 0.434 0.044 0.437 0.039
1109.194 0.526 0.044 0.565 0.039
1109.326 0.687 0.044 0.649 0.039
1109.457 0.744 0.044 0.669 0.038
1109.589 0.625 0.044 0.681 0.038
1109.721 0.622 0.044 0.619 0.038
1109.852 0.592 0.044 0.618 0.038
1109.984 0.649 0.045 0.724 0.039
1110.116 0.715 0.046 0.810 0.040
1110.248 0.709 0.045 0.780 0.040
1110.379 0.837 0.046 0.829 0.040
1110.511 0.884 0.046 0.817 0.040
1110.643 0.803 0.045 0.731 0.039
1110.774 0.775 0.045 0.738 0.039
1110.906 0.815 0.045 0.765 0.039
1111.038 0.799 0.045 0.779 0.040
1111.170 0.872 0.046 0.791 0.040
1111.301 0.831 0.046 0.723 0.039
1111.433 0.723 0.045 0.664 0.039
1111.565 0.737 0.045 0.722 0.039
1111.697 0.767 0.044 0.771 0.039
1111.828 0.847 0.045 0.893 0.039
1111.960 0.894 0.045 0.964 0.040
1112.092 0.883 0.045 1.000 0.040
1112.223 0.864 0.046 0.928 0.040
1112.355 0.845 0.045 0.912 0.040
1112.487 0.872 0.046 0.853 0.040
1112.619 0.809 0.045 0.811 0.040
1112.750 0.684 0.044 0.788 0.039
1112.882 0.725 0.044 0.715 0.039
1113.014 0.634 0.044 0.714 0.039
1113.145 0.543 0.043 0.730 0.039
1113.277 0.566 0.043 0.622 0.038
1113.409 0.599 0.044 0.649 0.039
1113.541 0.715 0.044 0.658 0.038
1113.672 0.704 0.043 0.660 0.038
1113.804 0.743 0.042 0.866 0.038
1113.936 0.845 0.043 0.877 0.037
1114.067 0.867 0.043 0.861 0.038
1114.199 0.921 0.044 0.910 0.038
1114.331 0.923 0.045 0.930 0.039
1114.463 0.940 0.045 0.986 0.040
1114.594 0.979 0.046 0.954 0.040
1114.726 0.992 0.046 0.959 0.040
1114.858 0.959 0.046 0.879 0.039
1114.989 0.802 0.045 0.731 0.039
1115.121 0.712 0.044 0.767 0.039
1115.253 0.865 0.045 0.798 0.039
1115.385 0.986 0.046 0.935 0.039
1115.516 1.072 0.046 1.068 0.040
1115.648 1.069 0.046 1.036 0.040
1115.780 1.052 0.046 1.015 0.040
1115.911 1.022 0.046 0.997 0.040
1116.043 0.967 0.045 0.933 0.039
1116.175 0.854 0.044 0.883 0.039
1116.307 0.689 0.043 0.698 0.038
1116.438 0.456 0.041 0.432 0.037
1116.570 0.238 0.040 0.234 0.035
1116.702 0.205 0.040 0.175 0.035
1116.834 0.362 0.041 0.368 0.036
1116.965 0.675 0.043 0.668 0.038
1117.097 0.790 0.044 0.802 0.038
1117.229 0.765 0.043 0.815 0.038
1117.360 0.911 0.044 0.819 0.038
1117.492 0.946 0.044 0.896 0.039
1117.624 0.800 0.044 0.882 0.039
1117.756 0.749 0.044 0.826 0.039
1117.887 0.751 0.044 0.841 0.039
1118.019 0.806 0.044 0.782 0.038
1118.151 0.861 0.044 0.759 0.038
1118.282 0.775 0.043 0.819 0.038
1118.414 0.643 0.043 0.759 0.038
1118.546 0.632 0.043 0.587 0.037
1118.678 0.640 0.043 0.621 0.038
1118.809 0.700 0.044 0.750 0.039
1118.941 0.869 0.045 0.826 0.039
1119.073 0.907 0.047 0.864 0.040
1119.204 0.951 0.047 0.974 0.040
1119.336 0.961 0.046 1.000 0.040
1119.468 0.912 0.045 0.957 0.039
1119.600 0.924 0.045 0.919 0.039
1119.731 0.912 0.044 0.815 0.038
1119.863 0.738 0.043 0.795 0.038
1119.995 0.763 0.043 0.871 0.038
1120.126 0.863 0.043 0.898 0.038
1120.258 0.804 0.044 0.783 0.038
1120.390 0.759 0.044 0.685 0.038
1120.522 0.681 0.044 0.659 0.038
1120.653 0.632 0.043 0.691 0.039
1120.785 0.755 0.044 0.755 0.039
1120.917 0.727 0.044 0.755 0.038
1121.048 0.656 0.043 0.737 0.038
1121.180 0.692 0.043 0.735 0.038
1121.312 0.630 0.042 0.713 0.037
1121.444 0.598 0.042 0.701 0.038
1121.575 0.584 0.042 0.686 0.038
1121.707 0.537 0.042 0.628 0.038
1121.839 0.509 0.042 0.564 0.038
1121.970 0.496 0.042 0.549 0.038
1122.102 0.469 0.042 0.458 0.038
1122.234 0.327 0.041 0.359 0.037
1122.366 0.263 0.040 0.370 0.036
1122.497 0.287 0.040 0.419 0.036
1122.629 0.286 0.039 0.411 0.036
1122.761 0.333 0.039 0.440 0.035
1122.893 0.411 0.040 0.574 0.036
1123.024 0.597 0.042 0.762 0.037
1123.156 0.744 0.043 0.892 0.038
1123.288 0.742 0.043 0.912 0.039
1123.419 0.809 0.044 0.899 0.039
1123.551 0.841 0.044 0.906 0.039
1123.683 0.904 0.044 0.926 0.039
1123.815 0.919 0.044 0.910 0.039
1123.946 0.833 0.044 0.918 0.039
1124.078 0.843 0.044 0.858 0.039
1124.210 0.720 0.044 0.725 0.038
1124.341 0.498 0.043 0.574 0.037
1124.473 0.352 0.042 0.383 0.036
1124.605 0.132 0.040 0.242 0.036
1124.737 0.156 0.040 0.184 0.035
1124.868 0.382 0.041 0.307 0.036
1125.000 0.517 0.042 0.557 0.037
1125.132 0.564 0.042 0.678 0.038
1125.263 0.669 0.042 0.668 0.037
1125.395 0.678 0.042 0.716 0.037
1125.527 0.668 0.042 0.742 0.037
1125.659 0.639 0.041 0.628 0.036
1125.790 0.475 0.040 0.507 0.036
1125.922 0.397 0.040 0.455 0.036
1126.054 0.343 0.040 0.366 0.035
1126.185 0.316 0.040 0.420 0.036
1126.317 0.423 0.040 0.526 0.036
1126.449 0.536 0.041 0.638 0.036
1126.581 0.670 0.042 0.760 0.037
1126.712 0.737 0.043 0.824 0.038
1126.844 0.679 0.042 0.755 0.037
1126.976 0.661 0.041 0.674 0.037
1127.107 0.659 0.041 0.695 0.036
1127.239 0.616 0.040 0.612 0.035
1127.371 0.592 0.041 0.595 0.036
1127.503 0.526 0.041 0.624 0.037
1127.634 0.499 0.042 0.580 0.037
1127.766 0.502 0.041 0.627 0.037
1127.898 0.464 0.041 0.648 0.037
1128.030 0.486 0.041 0.566 0.036
1128.161 0.478 0.041 0.557 0.036
1128.293 0.434 0.041 0.573 0.036
1128.425 0.429 0.040 0.478 0.036
1128.556 0.451 0.040 0.475 0.036
1128.688 0.548 0.041 0.573 0.036
1128.820 0.576 0.041 0.591 0.037
1128.952 0.622 0.042 0.641 0.037
1129.083 0.638 0.042 0.696 0.037
1129.215 0.711 0.042 0.757 0.037
1129.347 0.731 0.042 0.811 0.037
1129.478 0.780 0.042 0.848 0.037
1129.610 0.861 0.043 0.854 0.037
1129.742 0.639 0.041 0.669 0.036
1129.874 0.402 0.040 0.450 0.036
1130.005 0.324 0.039 0.334 0.035
1130.137 0.417 0.040 0.421 0.035
1130.269 0.610 0.041 0.632 0.036
1130.400 0.719 0.041 0.833 0.036
1130.532 0.814 0.041 0.909 0.037
1130.664 0.882 0.042 0.853 0.037
1130.796 0.807 0.042 0.753 0.037
1130.927 0.580 0.041 0.665 0.036
1131.059 0.381 0.040 0.497 0.036
1131.191 0.440 0.040 0.501 0.036
1131.322 0.578 0.041 0.615 0.037
1131.454 0.680 0.042 0.675 0.037
1131.586 0.787 0.042 0.786 0.037
1131.718 0.811 0.042 0.825 0.037
1131.849 0.816 0.042 0.834 0.037
1131.981 0.773 0.042 0.767 0.037
1132.113 0.771 0.042 0.690 0.037
1132.244 0.671 0.041 0.630 0.036
1132.376 0.511 0.040 0.559 0.036
1132.508 0.576 0.041 0.580 0.035
1132.640 0.584 0.040 0.578 0.035
1132.771 0.543 0.040 0.589 0.035
1132.903 0.574 0.040 0.638 0.035
1133.035 0.667 0.040 0.618 0.035
1133.166 0.655 0.039 0.619 0.035
1133.298 0.532 0.039 0.607 0.035
1133.430 0.409 0.038 0.546 0.034
1133.562 0.351 0.038 0.440 0.034
1133.693 0.398 0.038 0.392 0.033
1133.825 0.299 0.037 0.383 0.033
1133.957 0.271 0.037 0.416 0.034
1134.089 0.328 0.038 0.415 0.034
1134.220 0.355 0.038 0.463 0.034
1134.352 0.465 0.039 0.630 0.035
1134.484 0.492 0.039 0.740 0.035
1134.615 0.495 0.039 0.752 0.035
1134.747 0.440 0.038 0.783 0.036
1134.879 0.354 0.038 0.818 0.036
1135.011 0.402 0.038 0.773 0.036
1135.142 0.471 0.039 0.855 0.036
1135.274 0.558 0.039 0.900 0.036
1135.406 0.550 0.039 0.948 0.037
1135.537 0.526 0.039 0.985 0.037
1135.669 0.594 0.040 0.987 0.037
1135.801 0.603 0.040 0.988 0.037
1135.933 0.634 0.040 0.996 0.037
1136.064 0.692 0.041 1.025 0.037
1136.196 0.756 0.041 1.008 0.037
1136.328 0.819 0.041 0.902 0.036
1136.459 0.808 0.041 0.967 0.037
1136.591 0.811 0.041 0.963 0.037
1136.723 0.885 0.042 0.825 0.037
1136.855 0.887 0.043 0.799 0.037
1136.986 0.692 0.042 0.657 0.036
1137.118 0.389 0.040 0.455 0.035
1137.250 0.269 0.039 0.308 0.035
1137.381 0.260 0.039 0.185 0.035
1137.513 0.119 0.039 0.133 0.035
1137.645 0.102 0.039 0.101 0.035
1137.777 0.049 0.039 0.062 0.035
1137.908 -0.010 0.038 -0.013 0.034
1138.040 0.095 0.038 0.090 0.034
1138.172 0.235 0.039 0.285 0.035
1138.303 0.460 0.040 0.527 0.036
1138.435 0.664 0.042 0.721 0.037
1138.567 0.765 0.042 0.712 0.037
1138.699 0.735 0.042 0.754 0.037
1138.830 0.728 0.042 0.778 0.037
1138.962 0.738 0.042 0.864 0.037
1139.094 0.795 0.041 0.823 0.037
1139.226 0.788 0.041 0.759 0.036
1139.357 0.766 0.040 0.773 0.035
1139.489 0.747 0.040 0.797 0.035
1139.621 0.747 0.040 0.797 0.035
1139.752 0.840 0.041 0.780 0.036
1139.884 0.894 0.041 0.873 0.036
1140.016 0.885 0.042 0.902 0.037
1140.148 0.899 0.042 0.962 0.037
1140.279 0.947 0.042 0.923 0.037
1140.411 0.988 0.042 0.808 0.037
1140.543 0.885 0.042 0.883 0.037
1140.674 0.905 0.042 0.986 0.037
1140.806 0.873 0.042 0.941 0.037
1140.938 0.707 0.041 0.803 0.036
1141.070 0.654 0.040 0.692 0.036
1141.201 0.708 0.041 0.678 0.036
1141.333 0.707 0.041 0.785 0.036
1141.465 0.715 0.041 0.760 0.036
1141.596 0.775 0.041 0.727 0.036
1141.728 0.711 0.041 0.786 0.036
1141.860 0.631 0.040 0.759 0.036
1141.992 0.684 0.041 0.760 0.036
1142.123 0.704 0.041 0.790 0.036
1142.255 0.698 0.041 0.761 0.036
1142.387 0.702 0.041 0.693 0.036
1142.518 0.543 0.040 0.559 0.035
1142.650 0.372 0.039 0.369 0.035
1142.782 0.329 0.038 0.358 0.035
1142.914 0.393 0.038 0.494 0.035
1143.045 0.517 0.039 0.578 0.034
1143.177 0.597 0.039 0.709 0.035
1143.309 0.592 0.039 0.723 0.035
1143.440 0.634 0.039 0.713 0.035
1143.572 0.684 0.039 0.695 0.035
1143.704 0.668 0.039 0.581 0.034
1143.836 0.571 0.039 0.631 0.034
1143.967 0.509 0.038 0.667 0.034
1144.099 0.542 0.039 0.668 0.035
1144.231 0.551 0.039 0.707 0.035
1144.362 0.571 0.040 0.668 0.035
1144.494 0.572 0.039 0.683 0.035
1144.626 0.571 0.039 0.747 0.035
1144.758 0.548 0.039 0.686 0.035
1144.889 0.496 0.039 0.560 0.035
1145.021 0.520 0.039 0.566 0.035
1145.153 0.501 0.039 0.631 0.036
1145.285 0.452 0.039 0.694 0.036
1145.416 0.471 0.039 0.765 0.036
1145.548 0.583 0.039 0.820 0.035
1145.680 0.596 0.039 0.811 0.035
1145.811 0.546 0.038 0.794 0.035
1145.943 0.651 0.040 0.845 0.036
1146.075 0.778 0.041 0.949 0.037
1146.207 0.842 0.042 1.017 0.037
1146.338 0.938 0.042 0.990 0.037
1146.470 0.923 0.041 0.930 0.037
1146.602 0.866 0.041 0.850 0.036
1146.733 0.747 0.040 0.666 0.035
1146.865 0.468 0.038 0.454 0.034
1146.997 0.286 0.037 0.280 0.033
1147.129 0.121 0.036 0.138 0.032
1147.260 -0.002 0.036 0.095 0.032
1147.392 -0.005 0.036 0.082 0.032
1147.524 -0.010 0.036 0.053 0.032
1147.655 0.036 0.036 -0.035 0.032
1147.787 0.056 0.036 -0.025 0.032
1147.919 0.110 0.037 0.164 0.033
1148.051 0.348 0.038 0.346 0.034
1148.182 0.681 0.041 0.659 0.036
1148.314 0.859 0.043 0.937 0.038
1148.446 0.918 0.044 1.020 0.039
1148.577 0.983 0.043 0.982 0.038
1148.709 0.906 0.042 0.823 0.037
1148.841 0.674 0.040 0.663 0.035
1148.973 0.361 0.038 0.381 0.034
1149.104 0.100 0.037 0.187 0.033
1149.236 0.136 0.037 0.175 0.033
1149.368 0.401 0.040 0.318 0.034
1149.499 0.645 0.041 0.597 0.035
1149.631 0.813 0.042 0.780 0.036
1149.763 0.840 0.041 0.869 0.036
1149.895 0.869 0.041 0.953 0.036
1150.026 0.964 0.041 0.955 0.036
1150.158 0.954 0.041 1.010 0.037
1150.290 0.929 0.041 1.001 0.037
1150.421 0.937 0.041 0.937 0.036
1150.553 0.902 0.041 0.920 0.036
1150.685 0.840 0.041 0.915 0.036
1150.817 0.862 0.041 0.897 0.036
1150.948 0.869 0.041 0.884 0.036
1151.080 0.925 0.041 0.909 0.036
1151.212 0.937 0.041 0.893 0.036
1151.344 0.864 0.041 0.896 0.036
1151.475 0.827 0.040 0.944 0.036
1151.607 0.824 0.040 0.909 0.035
1151.739 0.755 0.039 0.854 0.035
1151.870 0.752 0.039 0.852 0.035
1152.002 0.809 0.040 0.843 0.035
1152.134 0.862 0.040 0.931 0.036
1152.266 0.896 0.041 0.926 0.036
1152.397 0.878 0.040 0.854 0.035
1152.529 0.916 0.040 0.918 0.036
1152.661 0.926 0.040 0.947 0.036
1152.792 0.871 0.040 0.927 0.035
1152.924 0.898 0.040 0.890 0.036
1153.056 0.846 0.040 0.817 0.035
1153.188 0.746 0.040 0.879 0.036
1153.319 0.805 0.041 0.887 0.036
1153.451 0.817 0.041 0.838 0.036
1153.583 0.716 0.041 0.793 0.036
1153.714 0.708 0.040 0.798 0.036
1153.846 0.722 0.040 0.811 0.036
1153.978 0.732 0.040 0.815 0.036
1154.110 0.766 0.040 0.860 0.036
1154.241 0.836 0.041 0.899 0.036
1154.373 0.876 0.041 0.910 0.036
1154.505 0.857 0.041 0.869 0.036
1154.636 0.869 0.041 0.810 0.036
1154.768 0.831 0.040 0.809 0.035
1154.900 0.691 0.039 0.774 0.035
1155.032 0.700 0.039 0.809 0.035
1155.163 0.886 0.039 0.892 0.035
1155.295 0.929 0.039 0.894 0.035
1155.427 0.908 0.039 0.984 0.036
1155.558 0.931 0.040 0.946 0.036
1155.690 0.981 0.041 0.834 0.035
1155.822 0.970 0.041 0.890 0.036
1155.954 0.902 0.041 0.943 0.036
1156.085 0.885 0.040 0.928 0.037
1156.217 0.862 0.040 0.860 0.036
1156.349 0.645 0.039 0.674 0.035
1156.481 0.482 0.038 0.545 0.034
1156.612 0.474 0.038 0.481 0.034
1156.744 0.523 0.038 0.472 0.033
1156.876 0.704 0.039 0.702 0.034
1157.007 0.817 0.039 0.847 0.035
1157.139 0.795 0.039 0.808 0.035
1157.271 0.717 0.039 0.845 0.035
1157.403 0.823 0.040 0.893 0.036
1157.534 0.866 0.040 0.903 0.036
1157.666 0.790 0.040 0.881 0.036
1157.798 0.806 0.040 0.837 0.036
1157.929 0.808 0.040 0.889 0.036
1158.061 0.862 0.040 0.883 0.035
1158.193 0.945 0.040 0.920 0.035
1158.325 0.942 0.040 0.985 0.036
1158.456 0.903 0.040 0.969 0.036
1158.588 0.899 0.040 1.009 0.036
1158.720 0.857 0.041 0.941 0.036
1158.851 0.915 0.042 0.960 0.036
1158.983 0.971 0.041 1.071 0.036
1159.115 0.925 0.041 0.991 0.036
1159.247 0.952 0.041 0.972 0.036
1159.378 0.965 0.040 1.039 0.036
1159.510 0.886 0.040 0.936 0.035
1159.642 0.876 0.040 0.869 0.035
1159.773 0.866 0.040 0.863 0.035
1159.905 0.885 0.040 0.826 0.035
1160.037 0.953 0.041 0.895 0.036
1160.169 0.977 0.041 0.986 0.036
1160.300 0.944 0.041 0.971 0.036
1160.432 0.894 0.041 0.927 0.036
1160.564 0.994 0.041 0.997 0.036
1160.695 1.016 0.041 0.999 0.036
1160.827 0.949 0.041 0.957 0.036
1160.959 0.984 0.042 1.011 0.037
1161.091 1.027 0.042 0.976 0.037
1161.222 0.970 0.042 0.930 0.037
1161.354 0.864 0.041 0.908 0.036
1161.486 0.830 0.040 0.838 0.036
1161.617 0.843 0.041 0.792 0.036
1161.749 0.749 0.041 0.749 0.036
1161.881 0.715 0.041 0.814 0.036
1162.013 0.834 0.041 0.881 0.036
1162.144 0.892 0.040 0.874 0.036
1162.276 0.904 0.041 0.942 0.036
1162.408 0.921 0.041 0.968 0.037
1162.540 0.937 0.042 0.973 0.038
1162.671 0.889 0.042 0.995 0.038
1162.803 0.847 0.042 0.960 0.037
1162.935 0.904 0.042 0.926 0.037
1163.066 1.003 0.041 0.946 0.036
1163.198 0.983 0.041 1.021 0.036
1163.330 0.967 0.041 1.048 0.036
1163.462 1.033 0.042 1.043 0.036
1163.593 1.010 0.042 1.029 0.037
1163.725 0.955 0.042 1.011 0.038
1163.857 0.957 0.043 1.024 0.037
1163.988 1.003 0.042 1.008 0.037
1164.120 0.957 0.042 0.967 0.036
1164.252 0.857 0.041 0.948 0.036
1164.384 0.958 0.041 0.926 0.036
1164.515 1.041 0.043 0.977 0.036
1164.647 0.971 0.043 1.038 0.037
1164.779 0.990 0.043 1.021 0.038
1164.910 1.007 0.043 0.964 0.038
1165.042 0.968 0.042 1.017 0.037
1165.174 0.895 0.041 1.036 0.037
1165.306 0.839 0.040 0.865 0.036
1165.437 0.837 0.040 0.794 0.035
1165.569 0.771 0.039 0.866 0.035
1165.701 0.671 0.039 0.807 0.035
1165.832 0.547 0.038 0.578 0.034
1165.964 0.434 0.038 0.415 0.034
1166.096 0.427 0.038 0.352 0.034
1166.228 0.594 0.039 0.446 0.034
1166.359 0.759 0.039 0.648 0.034
1166.491 0.779 0.040 0.759 0.035
1166.623 0.713 0.039 0.789 0.035
1166.754 0.647 0.039 0.654 0.035
1166.886 0.510 0.038 0.534 0.034
1167.018 0.313 0.037 0.372 0.034
1167.150 0.202 0.036 0.173 0.032
1167.281 0.213 0.036 0.215 0.032
1167.413 0.396 0.037 0.384 0.032
1167.545 0.561 0.038 0.485 0.033
1167.677 0.577 0.038 0.456 0.033
1167.808 0.448 0.038 0.420 0.034
1167.940 0.244 0.037 0.305 0.033
1168.072 0.164 0.037 0.113 0.032
1168.203 0.081 0.036 0.037 0.032
1168.335 0.076 0.035 0.061 0.031
1168.467 0.293 0.036 0.327 0.032
1168.599 0.543 0.037 0.625 0.033
1168.730 0.735 0.038 0.746 0.034
1168.862 0.811 0.039 0.858 0.034
